Gene symbol,UniProt Accession,Mitochondrial protein annotation type,UniProtKB/Swiss-Prot Annotation,GO_CC Annotation,GO_BP Annotation,PubMed,MitoCarta3.0 Annotation
PNPT1,Q8TCS8,Localized,https://www.uniprot.org/uniprotkb/Q8TCS8/entry#subcellular_location ,mitochondrial degradosome [GO:0045025]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
POC1B,Q8TC44,Localized,,,,https://pubmed.ncbi.nlm.nih.gov/27092778/,No
POLG,P54098,Localized,https://www.uniprot.org/uniprotkb/P54098/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739],,,Yes
POLG2,Q9UHN1,Localized,https://www.uniprot.org/uniprotkb/Q9UHN1/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739],,,Yes
POLRMT,O00411,Localized,https://www.uniprot.org/uniprotkb/O00411/entry#subcellular_location ,mitochondrial DNA-directed RNA polymerase complex [GO:0034245]; mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739],,,Yes
POP1,Q99575,Associated/ancillary,,,,https://pubmed.ncbi.nlm.nih.gov/21455487/,No
PPA2,Q9H2U2,Localized,https://www.uniprot.org/uniprotkb/Q9H2U2/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
PPARA,Q07869,Associated/ancillary,Transcriptional activation of mitochondrial biogenesis (Reactome) (https://www.uniprot.org/uniprotkb/Q07869/entry),,,,No
PPARGC1A,Q9UBK2,Associated/ancillary,Can regulate key mitochondrial genes that contribute to the program of adaptive thermogenesis; transcriptional activation of mitochondrial biogenesis (https://www.uniprot.org/uniprotkb/Q9UBK2/entry),,mitochondrion organization [GO:0007005]; positive regulation of ATP biosynthetic process [GO:2001171]; positive regulation of mitochondrial DNA metabolic process [GO:1901860]; positive regulation of mitochondrion organization [GO:0010822],,No
PPARGC1B,Q86YN6,Localized,,mitochondrion [GO:0005739],,,No
PPIF,P30405,Localized,https://www.uniprot.org/uniprotkb/P30405/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrial permeability transition pore complex [GO:0005757]; mitochondrion [GO:0005739],,,Yes
PPM1K,Q8N3J5,Localized,https://www.uniprot.org/uniprotkb/Q8N3J5/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
PPOX,P50336,Localized,https://www.uniprot.org/uniprotkb/P50336/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial membrane [GO:0031966],,,Yes
PRDX2,P32119,Localized,,,,,Yes
PRDX3,P30048,Localized,https://www.uniprot.org/uniprotkb/P30048/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
PRDX5,P30044,Localized,https://www.uniprot.org/uniprotkb/P30044/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
PRDX6,P30041,Localized,,mitochondrion [GO:0005739],,,Yes
PREPL,Q4J6C6,Localized,,,,,Yes
PRICKLE3,O43900,Localized,https://www.uniprot.org/uniprotkb/O43900/entry#subcellular_location ,mitochondrion [GO:0005739],,,No
PRIMPOL,Q96LW4,Localized,https://www.uniprot.org/uniprotkb/Q96LW4/entry#subcellular_location ,mitochondrial matrix [GO:0005759],,,Yes
PRKAA1,Q13131,Associated/ancillary,"In response to nutrient limitation, phosphorylates transcription factor FOXO3 promoting FOXO3 mitochondrial import (https://www.uniprot.org/uniprotkb/Q13131/entry)",,positive regulation of mitochondrial transcription [GO:1903109]; positive regulation of protein targeting to mitochondrion [GO:1903955],,No
PRKACA,P17612,Localized,https://www.uniprot.org/uniprotkb/P17612/entry#subcellular_location ,mitochondrion [GO:0005739],,,Yes
PRKCD,Q05655,Localized,https://www.uniprot.org/uniprotkb/Q05655/entry#subcellular_location ,mitochondrion [GO:0005739],,,No
PRKN,O60260,Localized,https://www.uniprot.org/uniprotkb/O60260/entry#subcellular_location ,mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739],,,Yes
PRNP,F7VJQ1,Localized,https://www.uniprot.org/uniprotkb/F7VJQ1/entry#subcellular_location ,mitochondrial outer membrane [GO:0005741],,,No
PRODH,O43272,Localized,https://www.uniprot.org/uniprotkb/O43272/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
PRORP,O15091,Localized,https://www.uniprot.org/uniprotkb/O15091/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrial ribonuclease P complex [GO:0030678]; mitochondrion [GO:0005739],,,Yes
PRPF6,O94906,Localized,,,,https://pubmed.ncbi.nlm.nih.gov/27092778/,No
PSEN1,P49768,Localized,,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],,,No
PTCD3,Q96EY7,Localized,https://www.uniprot.org/uniprotkb/Q96EY7/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739],,,Yes
PTRH2,Q9Y3E5,Localized,https://www.uniprot.org/uniprotkb/Q9Y3E5/entry#subcellular_location ,mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739],,,Yes
PUS1,Q9Y606,Localized,https://www.uniprot.org/uniprotkb/Q9Y606/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
PYCR1,P32322,Localized,https://www.uniprot.org/uniprotkb/P32322/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
PYCR2,Q96C36,Localized,https://www.uniprot.org/uniprotkb/Q96C36/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
PYROXD2,Q8N2H3,Localized,https://www.uniprot.org/uniprotkb/Q8N2H3/entry#subcellular_location ,mitochondrial matrix [GO:0005759],,,No
QDPR,P09417,Localized,,,,,Yes
QRSL1,Q9H0R6,Localized,https://www.uniprot.org/uniprotkb/Q9H0R6/entry#subcellular_location ,mitochondrion [GO:0005739],,,Yes
QTRT1,Q9BXR0,Localized,https://www.uniprot.org/uniprotkb/Q9BXR0/entry#subcellular_location ,mitochondrial outer membrane [GO:0005741],,,Yes
RAB5IF,Q9BUV8,Localized,https://www.uniprot.org/uniprotkb/Q9BUV8/entry#subcellular_location ,mitochondrial respirasome [GO:0005746],,,Yes
RAD51,Q06609,Localized,https://www.uniprot.org/uniprotkb/Q06609/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,No
RAD51C,O43502,Localized,https://www.uniprot.org/uniprotkb/O43502/entry#subcellular_location ,mitochondrion [GO:0005739],,,No
RAF1,P04049,Localized,https://www.uniprot.org/uniprotkb/P04049/entry#subcellular_location ,mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739],,,No
RALA,P11233,Localized,https://www.uniprot.org/uniprotkb/P11233/entry#subcellular_location ,mitochondrion [GO:0005739],,,No
RARS2,Q5T160,Localized,https://www.uniprot.org/uniprotkb/Q5T160/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
RECQL4,O94761,Localized,,,,,Yes
REEP1,Q9H902,Localized,https://www.uniprot.org/uniprotkb/Q9H902/entry#subcellular_location ,mitochondrial membrane [GO:0031966],,,No
REXO2,Q9Y3B8,Localized,https://www.uniprot.org/uniprotkb/Q9Y3B8/entry#subcellular_location ,mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
RHOT2,Q8IXI1,Localized,https://www.uniprot.org/uniprotkb/Q8IXI1/entry#subcellular_location ,membrane [GO:0016020]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739],,,Yes
RMND1,Q9NWS8,Localized,https://www.uniprot.org/uniprotkb/Q9NWS8/entry#subcellular_location ,mitochondrion [GO:0005739],,,Yes
RNASEH1,O60930,Localized,,,,,Yes
RNASEL,Q05823,Localized,https://www.uniprot.org/uniprotkb/Q05823/entry#subcellular_location ,mitochondrial matrix [GO:0005759],,,No
RNASET2,O00584,Localized,https://www.uniprot.org/uniprotkb/O00584/entry#subcellular_location ,mitochondrial intermembrane space [GO:0005758],,,No
RNF185,Q96GF1,Localized,https://www.uniprot.org/uniprotkb/Q96GF1/entry#subcellular_location ,mitochondrial outer membrane [GO:0005741],,,No
RPIA,P49247,Localized,,,,,Yes
RRM2B,Q7LG56,Localized,,mitochondrion [GO:0005739],,,No
RTN4IP1,Q8WWV3,Localized,https://www.uniprot.org/uniprotkb/Q8WWV3/entry#subcellular_location ,mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739],,,Yes
S100A1,P23297,Localized,https://www.uniprot.org/uniprotkb/P23297/entry#subcellular_location ,mitochondrion [GO:0005739],,,No
SACS,Q9NZJ4,Localized,https://www.uniprot.org/uniprotkb/Q9NZJ4/entry#subcellular_location ,mitochondrion [GO:0005739],,,No
SAMM50,Q9Y512,Localized,https://www.uniprot.org/uniprotkb/Q9Y512/entry#subcellular_location ,MIB complex [GO:0140275]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; SAM complex [GO:0001401],,,Yes
SARS2,Q9NP81,Localized,https://www.uniprot.org/uniprotkb/Q9NP81/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
SCN1A,P35498,Associated/ancillary,,,,https://pubmed.ncbi.nlm.nih.gov/21906962/,No
SCO1,O75880,Localized,https://www.uniprot.org/uniprotkb/O75880/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],,,Yes
SCO2,O43819,Localized,https://www.uniprot.org/uniprotkb/O43819/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
SCP2,P22307,Localized,https://www.uniprot.org/uniprotkb/P22307/entry#subcellular_location ,mitochondrion [GO:0005739],,,Yes
SDHA,P31040,Localized,https://www.uniprot.org/uniprotkb/P31040/entry#subcellular_location ,"mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone) [GO:0005749]; mitochondrion [GO:0005739]",,,Yes
SDHAF1,A6NFY7,Localized,https://www.uniprot.org/uniprotkb/A6NFY7/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
SDHAF2,Q9NX18,Localized,https://www.uniprot.org/uniprotkb/Q9NX18/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
SDHB,P21912,Localized,https://www.uniprot.org/uniprotkb/P21912/entry#subcellular_location ,"mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone) [GO:0005749]; mitochondrion [GO:0005739]",,,Yes
SDHC,Q99643,Localized,https://www.uniprot.org/uniprotkb/Q99643/entry#subcellular_location ,"membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone) [GO:0005749]; mitochondrion [GO:0005739]",,,Yes
SDHD,O14521,Localized,https://www.uniprot.org/uniprotkb/O14521/entry#subcellular_location ,"mitochondrial envelope [GO:0005740]; mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone) [GO:0005749]; mitochondrion [GO:0005739]",,,Yes
SECISBP2,Q96T21,Localized,https://www.uniprot.org/uniprotkb/Q96T21/entry#subcellular_location ,mitochondrion [GO:0005739],,,No
SEPTIN11,Q9NVA2,Localized,,,,https://pubmed.ncbi.nlm.nih.gov/16823967/,No
SEPTIN2,Q15019,Localized,,,,https://pubmed.ncbi.nlm.nih.gov/16823967/,No
SERAC1,Q96JX3,Localized,https://www.uniprot.org/uniprotkb/Q96JX3/entry#subcellular_location ,mitochondria-associated endoplasmic reticulum membrane [GO:0044233]; mitochondrion [GO:0005739],,,Yes
SFXN1,Q9H9B4,Localized,https://www.uniprot.org/uniprotkb/Q9H9B4/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],,,Yes
SFXN4,Q6P4A7,Localized,https://www.uniprot.org/uniprotkb/Q6P4A7/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],,,Yes
SH3GLB1,Q9Y371,Localized,https://www.uniprot.org/uniprotkb/Q9Y371/entry#subcellular_location ,mitochondrial outer membrane [GO:0005741],,,No
SHC1,P29353,Localized,https://www.uniprot.org/uniprotkb/P29353/entry#subcellular_location ,mitochondrial matrix [GO:0005759],,,No
SHMT2,P34897,Localized,https://www.uniprot.org/uniprotkb/P34897/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739],,,Yes
SIAH3,Q8IW03,Localized,https://www.uniprot.org/uniprotkb/Q8IW03/entry#subcellular_location ,mitochondrion [GO:0005739],,,No
SIRT1,Q96EB6,Localized,https://www.uniprot.org/uniprotkb/Q96EB6/entry#subcellular_location ,mitochondrion [GO:0005739],,,No
SIRT3,Q9NTG7,Localized,https://www.uniprot.org/uniprotkb/Q9NTG7/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
SIRT5,Q9NXA8,Localized,https://www.uniprot.org/uniprotkb/Q9NXA8/entry#subcellular_location ,mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
SLC11A2,P49281,Localized,https://www.uniprot.org/uniprotkb/P49281/entry#subcellular_location ,mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739],,,No
SLC25A1,P53007,Localized,https://www.uniprot.org/uniprotkb/P53007/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],,,Yes
SLC25A10,Q9UBX3,Localized,https://www.uniprot.org/uniprotkb/Q9UBX3/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],,,Yes
SLC25A11,Q02978,Localized,https://www.uniprot.org/uniprotkb/Q02978/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],,,Yes
SLC25A12,O75746,Localized,https://www.uniprot.org/uniprotkb/O75746/entry#subcellular_location ,membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],,,Yes
SLC25A13,Q9UJS0,Localized,https://www.uniprot.org/uniprotkb/Q9UJS0/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],,,Yes
SLC25A15,Q9Y619,Localized,https://www.uniprot.org/uniprotkb/Q9Y619/entry#subcellular_location ,membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],,,Yes
SLC25A18,Q9H1K4,Localized,https://www.uniprot.org/uniprotkb/Q9H1K4/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743],,,Yes
SLC25A19,Q9HC21,Localized,https://www.uniprot.org/uniprotkb/Q9HC21/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],,,Yes
SLC25A20,O43772,Localized,https://www.uniprot.org/uniprotkb/O43772/entry#subcellular_location ,mitochondrial envelope [GO:0005740]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],,,Yes
SLC25A21,Q9BQT8,Localized,https://www.uniprot.org/uniprotkb/Q9BQT8/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743],,,Yes
SLC25A22,Q9H936,Localized,https://www.uniprot.org/uniprotkb/Q9H936/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743],,,Yes
SLC25A24,Q6NUK1,Localized,https://www.uniprot.org/uniprotkb/Q6NUK1/entry#subcellular_location ,membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],,,Yes
SLC25A25,Q6KCM7,Localized,https://www.uniprot.org/uniprotkb/Q6KCM7/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],,,Yes
SLC25A26,Q70HW3,Localized,https://www.uniprot.org/uniprotkb/Q70HW3/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],,,Yes
SLC25A29,Q8N8R3,Localized,https://www.uniprot.org/uniprotkb/Q8N8R3/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],,,Yes
SLC25A3,Q00325,Localized,https://www.uniprot.org/uniprotkb/Q00325/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],,,Yes
SLC25A32,Q9H2D1,Localized,https://www.uniprot.org/uniprotkb/Q9H2D1/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],,,Yes
SLC25A38,Q96DW6,Localized,https://www.uniprot.org/uniprotkb/Q96DW6/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],,,Yes
SLC25A4,P12235,Localized,https://www.uniprot.org/uniprotkb/P12235/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrial permeability transition pore complex [GO:0005757]; mitochondrion [GO:0005739],,,Yes
SLC25A42,Q86VD7,Localized,https://www.uniprot.org/uniprotkb/Q86VD7/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],,,Yes
SLC25A44,Q96H78,Localized,https://www.uniprot.org/uniprotkb/Q96H78/entry#subcellular_location ,mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739],,,Yes
SLC25A46,Q96AG3,Localized,https://www.uniprot.org/uniprotkb/Q96AG3/entry#subcellular_location ,mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739],,,Yes
SLC25A5,P05141,Localized,https://www.uniprot.org/uniprotkb/P05141/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrial nucleoid [GO:0042645]; mitochondrial permeability transition pore complex [GO:0005757]; mitochondrion [GO:0005739],,,Yes
SLC29A3,Q9BZD2,Localized,https://www.uniprot.org/uniprotkb/Q9BZD2/entry#subcellular_location ,mitochondrial outer membrane [GO:0005741],,,No
SLC30A9,Q6PML9,Localized,https://www.uniprot.org/uniprotkb/Q6PML9/entry#subcellular_location ,mitochondrial membrane [GO:0031966],,,Yes
SLC39A8,Q9C0K1,Associated/ancillary,With manganese cellular uptake also participates in mitochondrial proper function (https://www.uniprot.org/uniprotkb/Q9C0K1/entry),,mitochondrial manganese ion transmembrane transport [GO:1990540],,No
SLC44A1,Q8WWI5,Localized,https://www.uniprot.org/uniprotkb/Q8WWI5/entry#subcellular_location ,mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739],,,No
SLIRP,Q9GZT3,Localized,https://www.uniprot.org/uniprotkb/Q9GZT3/entry#subcellular_location ,mitochondrion [GO:0005739],,,Yes
SNAP29,O95721,Localized,,,,,Yes
SNCA,P37840,Localized,,mitochondrion [GO:0005739],,,No
SOD1,P00441,Localized,https://www.uniprot.org/uniprotkb/P00441/entry#subcellular_location ,mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
SOD2,P04179,Localized,https://www.uniprot.org/uniprotkb/P04179/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739],,,Yes
SORD,Q00796,Localized,https://www.uniprot.org/uniprotkb/Q00796/entry#subcellular_location ,mitochondrial membrane [GO:0031966],,,No
SOX10,P56693,Localized,https://www.uniprot.org/uniprotkb/P56693/entry#subcellular_location ,mitochondrial outer membrane [GO:0005741],,,No
SPG7,Q9UQ90,Localized,https://www.uniprot.org/uniprotkb/Q9UQ90/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrial permeability transition pore complex [GO:0005757]; mitochondrion [GO:0005739],,,Yes
SPR,P35270,Localized,,,,,Yes
SPTLC2,O15270,Localized,,,,,Yes
SQOR,Q9Y6N5,Localized,https://www.uniprot.org/uniprotkb/Q9Y6N5/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],,,Yes
SQSTM1,Q13501,Localized,,mitochondrion [GO:0005739],,,No
SRC,P12931,Localized,https://www.uniprot.org/uniprotkb/P12931/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],,,No
SSBP1,Q04837,Localized,https://www.uniprot.org/uniprotkb/Q04837/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739],,,Yes
STAR,P49675,Localized,https://www.uniprot.org/uniprotkb/P49675/entry#subcellular_location ,mitochondrial intermembrane space [GO:0005758],,,Yes
STARD3,Q14849,Localized,,mitochondrion [GO:0005739],,,No
STARD7,Q9NQZ5,Localized,https://www.uniprot.org/uniprotkb/Q9NQZ5/entry#subcellular_location ,mitochondrial outer membrane [GO:0005741],,,Yes
STK11,Q15831,Localized,https://www.uniprot.org/uniprotkb/Q15831/entry#subcellular_location ,mitochondrion [GO:0005739],,,No
STOML2,Q9UJZ1,Localized,https://www.uniprot.org/uniprotkb/Q9UJZ1/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739],,,Yes
STXBP1,P61764,Localized,,mitochondrion [GO:0005739],,,No
SUCLA2,Q9P2R7,Localized,https://www.uniprot.org/uniprotkb/Q9P2R7/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
SUCLG1,P53597,Localized,https://www.uniprot.org/uniprotkb/P53597/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
SUCLG2,Q96I99,Localized,https://www.uniprot.org/uniprotkb/Q96I99/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
SUGCT,Q9HAC7,Localized,https://www.uniprot.org/uniprotkb/Q9HAC7/entry#subcellular_location ,mitochondrion [GO:0005739],,,Yes
SUOX,P51687,Localized,https://www.uniprot.org/uniprotkb/P51687/entry#subcellular_location ,mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
SUPV3L1,Q8IYB8,Localized,https://www.uniprot.org/uniprotkb/Q8IYB8/entry#subcellular_location ,mitochondrial degradosome [GO:0045025]; mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739],,,Yes
SURF1,Q15526,Localized,https://www.uniprot.org/uniprotkb/Q15526/entry#subcellular_location ,mitochondrial respirasome [GO:0005746]; mitochondrion [GO:0005739],,,Yes
SYBU,Q9NX95,Associated/ancillary,,,axonal transport of mitochondrion [GO:0019896],,No
SYNE2,Q8WXH0,Localized,https://www.uniprot.org/uniprotkb/Q8WXH0/entry#subcellular_location ,mitochondrion [GO:0005739],,,No
TACO1,Q9BSH4,Localized,https://www.uniprot.org/uniprotkb/Q9BSH4/entry#subcellular_location ,mitochondrion [GO:0005739],,,Yes
TAFAZZIN,Q16635,Localized,https://www.uniprot.org/uniprotkb/Q16635/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739],,,Yes
TAMM41,Q96BW9,Localized,https://www.uniprot.org/uniprotkb/Q96BW9/entry#subcellular_location ,extrinsic component of mitochondrial inner membrane [GO:0031314]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],,,Yes
TARDBP,Q13148,Localized,https://www.uniprot.org/uniprotkb/Q13148/entry#subcellular_location ,mitochondrion [GO:0005739],,,No
TARS2,Q9BW92,Localized,https://www.uniprot.org/uniprotkb/Q9BW92/entry#subcellular_location ,mitochondrial matrix [GO:0005759],,,Yes
TDRKH,Q9Y2W6,Localized,https://www.uniprot.org/uniprotkb/Q9Y2W6/entry#subcellular_location ,mitochondrion [GO:0005739],,,Yes
TFAM,Q00059,Localized,https://www.uniprot.org/uniprotkb/Q00059/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739],,,Yes
TFB1M,Q8WVM0,Localized,https://www.uniprot.org/uniprotkb/Q8WVM0/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645],,,Yes
TFRC,P02786,Associated/ancillary,Acts as a lipid sensor that regulates mitochondrial fusion by regulating activation of the JNK pathway (https://www.uniprot.org/uniprotkb/P02786/entry),,negative regulation of mitochondrial fusion [GO:0010637],,No
TGM2,P21980,Localized,https://www.uniprot.org/uniprotkb/P21980/entry#subcellular_location ,mitochondrion [GO:0005739],,,No
THG1L,Q9NWX6,Localized,https://www.uniprot.org/uniprotkb/Q9NWX6/entry#subcellular_location ,mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739],,,Yes
TIMM17A,Q99595,Localized,https://www.uniprot.org/uniprotkb/Q99595/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; TIM23 mitochondrial import inner membrane translocase complex [GO:0005744],,,Yes
TIMM22,Q9Y584,Localized,https://www.uniprot.org/uniprotkb/Q9Y584/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; TIM22 mitochondrial import inner membrane insertion complex [GO:0042721],,,Yes
TIMM23,O14925,Localized,https://www.uniprot.org/uniprotkb/O14925/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]; TIM23 mitochondrial import inner membrane translocase complex [GO:0005744],,,Yes
TIMM44,O43615,Localized,https://www.uniprot.org/uniprotkb/O43615/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; TIM23 mitochondrial import inner membrane translocase complex [GO:0005744],,,Yes
TIMM50,Q3ZCQ8,Localized,https://www.uniprot.org/uniprotkb/Q3ZCQ8/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; TIM23 mitochondrial import inner membrane translocase complex [GO:0005744],,,Yes
TIMM8A,O60220,Localized,https://www.uniprot.org/uniprotkb/O60220/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial intermembrane space protein transporter complex [GO:0042719]; mitochondrion [GO:0005739],,,Yes
TIMMDC1,Q9NPL8,Localized,https://www.uniprot.org/uniprotkb/Q9NPL8/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],,,Yes
TK2,O00142,Localized,https://www.uniprot.org/uniprotkb/O00142/entry#subcellular_location ,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],,,Yes
TMEM126A,Q9H061,Localized,https://www.uniprot.org/uniprotkb/Q9H061/entry#subcellular_location ,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],,,Yes
